Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
EOS,European Journal of Oral Sciences,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,Health Sci,3250,0.28600000000000003,0.3,100,3350,No,0,3350,1,-500,2850,No direct competitors,0,2850,2850,2850,-450,3300,3366,0.02,No,0,2677.1077972666667,-622.8922027333333,0,0.0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,3300,3350,2478.77,3550.0,2478.77,3550.0,0.1,1.1,2726.6470000000004,0.015151515151515152,0.0,0.0,1.1,3905.0000000000005,1426.2300000000005,,0.5753781109179151,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,2186.8,2186.8,0.0,0.0,0.0,1071.23,66.0,-1005.23
EP,Environmental Progress & Sustainable Energy,N-Society Owned,3500.0,2333.0,2917.0,3500,2333.0,2917,0.0,0.0,Physical Sci,3500,0.22499999999999998,0.2,-100,3400,No,0,3400,10,0,3400,No direct competitors,0,3400,3400,3400,-100,3500,3570,0.02,No,0,2571.585782744445,-928.4142172555548,0,0.0,0,3550,2350,2950,50,0.01,1-2%,Increase,Yes,3550,3550,2350,2950,35000,35500,25668.03,26818.934666666668,2566.803,2681.893466666667,0.1,11.0,28234.833,0.014285714285714285,0.0,0.0,11.0,29500.828133333336,3832.7981333333373,,0.14932186589050025,4.84,6.16,8813.589333333333,881.3589333333333,4265.777237333333,16520.463754666667,20786.240992,8671.434666666666,867.1434666666667,9538.578133333333,1150.904666666669,700.0,-450.9046666666691
EPA2,European Policy Analysis,N-Society Owned,3000.0,2000.0,2700.0,3000,2000.0,2700,0.0,0.0,SSH,2750,0,0,-500,2250,No,0,2250,3,-500,1750,No direct competitors,0,1750,1750,1750,-1250,3000,3060,0.02,No,0,7011.755049504951,4011.755049504951,Subscription revenue considerably higher than APC - please review,0.0,0,3050,2050,2750,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2750,9000,9150,7500.0,13500.0,2500.0,4500.0,0.1,3.3000000000000003,8250.0,0.016666666666666666,0.0,0.0,3.3000000000000003,14850.000000000002,7350.000000000002,,0.9800000000000002,1.4520000000000002,1.848,13650.0,4550.0,6606.6,8316.0,14922.6,13500.0,4500.0,14850.000000000002,6000.0,180.0,-5820.0
EPDY,European Journal of Political Research Political Data Yearbook,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.873,0.9,900,3650,No,0,3650,37,500,4150,No direct competitors,0,4150,4150,4150,1150,4200,4284,0.428,No,0,4314.799724770642,114.79972477064166,0,0.0,0,4300,2850,3600,1300,0.43,over 40%,Increase,Yes,4300,4300,2850,3600,111000,159100,99952.04724999999,104789.951375,2701.4066824324323,2832.160847972973,0.1,40.7,109947.251975,0.43333333333333335,-0.2,-0.08666666666666667,37.17266666666667,105278.97114808335,5326.923898083362,,0.05329479530078722,16.355973333333335,20.816693333333337,45833.980500000005,1238.75622972973,20261.063859960006,58956.22384292668,79217.28770288668,45159.95137500001,1220.5392263513518,45370.69781475002,4837.9041250000155,2220.0,-2617.9041250000155
EPH,Experimental Physiology,N-Society Owned,3550.0,1950.0,2750.0,3600,2000.0,2800,50.0,0.014084507042253521,Life Sci,3250,0.96,1,1000,4250,No,0,4250,13,0,4250,No direct competitors,0,4250,4250,4250,650,4300,4386,0.21833333333333332,No,0,3016.9785907225805,-1283.0214092774195,0,3.3407183064516133,0,4400,2450,3400,800,0.22,16-20%,Increase,Yes,4400,4400,2450,3400,46800,57200,28541.341249999998,31809.05110416667,2195.4877884615385,2446.8500849358975,0.1,14.3,31395.475375,0.2222222222222222,-0.1,-0.022222222222222223,13.982222222222223,34212.40163203704,5671.060382037045,,0.19869635180641854,6.152177777777778,7.830044444444445,5670.510958333332,436.19315064102557,2683.5378081925924,19158.94491394074,21842.482722133333,5579.051104166667,429.15777724358975,6000.579409814815,3267.709854166671,936.0,-2331.709854166671
EPI,Epilepsia,N-Society Owned,3600.0,2400.0,3000.0,3950,2650.0,3300,350.0,0.09722222222222222,Health Sci,3250,0.95,1,1000,4250,No,0,4250,18,0,4250,No direct competitors,0,4250,4250,4250,300,4300,4386,0.11037974683544304,No,0,19522.433942307693,15222.433942307693,Subscription revenue considerably higher than APC - please review,0.0,0,4400,2950,3650,450,0.11,16-20%,Increase,Yes,4400,4400,2950,3650,71100,79200,60407.75175,69613.76223195781,3355.9862083333337,3867.431235108767,0.1,19.8,66448.52692500001,0.11392405063291139,0.0,0.0,19.8,76575.13845515359,16167.386705153585,,0.2676376166433571,8.712,11.088000000000001,24242.471390027324,1346.803966112629,11733.356152773224,42882.07753488601,54615.433687659235,23970.084071038254,1331.6713372799031,26367.092478142084,9206.010481957805,1422.0,-7784.010481957805
EPP,EPPO Bulletin,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,0.475,0.5,500,3750,No,0,3750,5,-500,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,12533.120163934424,9233.120163934424,Subscription revenue considerably higher than APC - please review,0.0,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,15000,16750,15262.5,15912.5,3052.5,3182.5,0.1,5.5,16788.75,0.11666666666666667,0.0,0.0,5.5,17503.75,2241.25,,0.14684684684684685,2.42,3.08,3400.0,680.0,1645.6,9802.1,11447.7,3350.0,670.0,3685.0,650.0,300.0,-350.0
EQE,Earthquake Engineering & Structural Dynamics,O-Proprietary Owned,3900.0,2600.0,3250.0,3900,2600.0,3250,0.0,0.0,Physical Sci,3500,None,None,-500,3000,No,0,3000,5,-500,2500,No direct competitors,0,2500,2500,2500,-1400,3900,3978,0.02,No,0,0.0,-3900.0,0,0.0,0,4000,2700,3350,100,0.03,3-5%,Increase,Yes,4000,4000,2700,3350,19500,20000,15360.6475,16638.228750000002,3072.1295,3327.6457500000006,0.1,5.5,16896.71225,0.02564102564102564,0.0,0.0,5.5,18302.051625000004,2941.4041250000046,,0.1914895921542373,2.42,3.08,3012.57,602.514,1458.08388,10249.148910000002,11707.232790000002,2970.72875,594.14575,3267.801625,1277.581250000003,390.0,-887.5812500000029
ER,International Journal of Energy Research,O-Proprietary Owned,4000.0,2650.0,3350.0,4400,2900.0,3700,400.0,0.1,Physical Sci,3500,None,None,-500,3000,No,0,3000,5,-500,2500,No direct competitors,0,2500,2500,2500,-1900,4400,4488,0.02,No,0,3105.144130076923,-1294.855869923077,0,0.0,0,4500,2950,3750,100,0.02,1-2%,Increase,Yes,4500,4500,2950,3750,22000,22500,9837.951790000001,15063.6536418,1967.5903580000002,3012.73072836,0.1,5.5,10821.746969000002,0.022727272727272728,0.0,0.0,5.5,16570.01900598,6732.06721598,,0.6842956094603915,2.42,3.08,3575.8177776,715.16355552,1730.6958043584,9279.210643348799,11009.906447707199,3526.1536418,705.2307283600001,3878.76900598,5225.701851799999,440.0,-4785.701851799999
ERE,Ecological Research,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-500,3000,3060,0.02,No,0,2139.198823529412,-860.801176470588,0,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,0,0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EREV,The Ecumenical Review,N-Society Owned,2500.0,1650.0,2100.0,2500,1650.0,2100,0.0,0.0,SSH,2750,0.274,0.3,100,2850,No,0,2850,2,-500,2350,No direct competitors,0,2350,2350,2350,-150,2500,2550,0.02,No,0,1699.6970529135135,-800.3029470864865,0,0.0,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,5000,5100,4978.77,5900.0,2489.385,2950.0,0.1,2.2,5476.647000000001,0.02,0.0,0.0,2.2,6490.000000000001,1511.2300000000005,,0.30353480879815703,0.9680000000000001,1.2320000000000002,3000.0,1500.0,1452.0000000000002,3634.4000000000005,5086.400000000001,2950.0,1475.0,3245.0000000000005,921.2299999999996,100.0,-821.2299999999996
ERV,European Eating Disorders Review,J-Joint Owned,3700.0,2467.0,3083.0,3700,2467.0,3083,0.0,0.0,Health Sci,3250,None,None,-500,2750,No,0,2750,3,-500,2250,No direct competitors,0,2250,2250,2250,-1450,3700,3774,0.02,No,0,0.0,-3700.0,0,0.0,0,3750,2500,3100,50,0.01,1-2%,Increase,Yes,3750,3750,2500,3100,11100,11250,8741.899,8541.604418181818,2913.9663333333333,2847.2014727272726,0.1,3.3000000000000003,9616.0889,0.013513513513513514,0.0,0.0,3.3000000000000003,9395.764860000001,653.8658600000017,,0.07479677584927505,1.4520000000000002,1.848,8691.457127272726,2897.1523757575756,4206.665249600001,5261.6283216,9468.2935712,8541.604418181818,2847.2014727272726,9395.764860000001,-200.29458181818154,222.0,422.29458181818154
ESP,Earth Surface Processes and Landforms,O-Proprietary Owned,4200.0,2800.0,3500.0,4200,2800.0,3500,0.0,0.0,Life Sci,3250,0.398,0.4,300,3550,No,0,3550,4,-500,3050,No direct competitors,0,3050,3050,3050,-1150,4200,4284,0.02,No,0,4222.646597128743,22.64659712874345,0,0.0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,16800,17200,13190.673999999999,13490.0,3297.6684999999998,3372.5,0.1,4.4,14509.7414,0.023809523809523808,0.0,0.0,4.4,14839.000000000002,1648.3260000000028,,0.12496146898937863,1.9360000000000002,2.4640000000000004,0.0,0.0,0.0,8309.840000000002,8309.840000000002,0.0,0.0,0.0,299.32600000000093,336.0,36.67399999999907
EST2,Energy Storage,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Physical Sci,3500,0.716,0.7,700,4200,No,0,4200,3,-500,3700,No direct competitors,0,3700,3700,3700,700,3700,3774,0.258,No,0,3945.964415900001,245.96441590000086,0,0.0,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,9000,11250,7987.139999999999,8440.619393939394,2662.3799999999997,2813.539797979798,0.1,3.3000000000000003,8785.854,0.25,-0.1,-0.025,3.2175000000000002,9052.564300000002,1065.4243000000024,,0.13339246588891673,1.4157000000000002,1.8018,2848.4169696969698,949.4723232323232,1344.1679680000002,5069.436008000001,6413.603976,2806.528484848485,935.509494949495,3010.0018000000005,453.47939393939487,180.0,-273.47939393939487
ETC,Environmental Toxicology and Chemistry,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,0.598,0.6,600,3850,No,0,3850,41,500,4350,No direct competitors,0,4350,4350,4350,1350,4400,4488,0.496,No,0,1672.4153976250004,-2727.5846023749996,0,0.0,0,4500,3000,3750,1500,0.5,over 40%,Increase,Yes,4500,4500,3000,3750,123000,184500,161406.36369949998,169373.94606460465,3936.740578036585,4131.07185523426,0.1,45.1,177547.00006944998,0.5,-0.3,-0.15,38.335,158364.63957040536,-3041.724129094626,,-0.01884513137758055,16.8674,21.4676,11543.649997156976,281.55243895504816,4749.05760883038,88684.19815942699,93433.25576825737,11413.94606460465,278.3889284049915,10672.039570405348,7967.582365104667,2460.0,-5507.582365104667
ETEP,International Transactions on Electrical Energy Systems,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Physical Sci,3500,0.33399999999999996,0.3,100,3600,No,0,3600,16,0,3600,No direct competitors,0,3600,3600,3600,600,3600,3672,0.224,No,0,2112.6295463184715,-1487.3704536815285,0,11.69784811146497,0,3650,2450,3050,650,0.22,16-20%,Increase,Yes,3650,3650,2450,3050,48000,58400,51466.2171625,55642.06768915441,3216.63857265625,3477.629230572151,0.1,17.6,56612.83887875,0.21666666666666667,-0.1,-0.021666666666666667,17.218666666666667,59880.13851147834,8413.921348978343,,0.16348435561937913,7.5762133333333335,9.642453333333334,49929.287794485295,3120.580487155331,23642.18349452605,33532.87756642787,57175.06106095392,50254.56768915441,3140.910480572151,54082.290594811675,4175.850526654416,960.0,-3215.850526654416
ETH,Ethology,O-Proprietary Owned,3600.0,2400.0,3000.0,3600,2400.0,3000,0.0,0.0,Life Sci,3250,None,None,-500,2750,No,0,2750,10,0,2750,No direct competitors,0,2750,2750,2750,-850,3600,3672,0.02,No,0,0.0,-3600.0,0,0.0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,36000,36500,33997.60045,34930.58045642857,3399.760045,3493.058045642857,0.1,11.0,37397.360495,0.013888888888888888,0.0,0.0,11.0,38423.63850207143,4426.038052071432,,0.1301867776986429,4.84,6.16,3022.5604628571427,302.25604628571426,1462.919264022857,21517.23756116,22980.156825182858,2980.5804564285713,298.0580456428571,3278.6385020714283,932.9800064285737,720.0,-212.9800064285737
ETHO,Ethos,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,20,0,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,0.0,-3000.0,0,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,60000,61000,74970.0,78000.0,3748.5,3900.0,0.1,22.0,82467.0,0.016666666666666666,0.0,0.0,22.0,85800.0,10830.0,,0.1444577831132453,9.68,12.32,0.0,0.0,0.0,48048.0,48048.0,0.0,0.0,0.0,3030.0,1200.0,-1830.0
ETT,Transactions on Emerging Telecommunications Technologies,O-Proprietary Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Physical Sci,3500,0.571,0.6,600,4100,No,0,4100,5,-500,3600,No direct competitors,0,3600,3600,3600,600,3600,3672,0.224,No,0,5626.709287235847,2026.7092872358471,Subscription revenue considerably higher than APC - please review,0.0,0,3650,2450,3050,650,0.22,21-25%,Increase,Yes,3650,3650,2450,3050,15000,18250,16523.40225,21258.902875,3304.68045,4251.780575,0.1,5.5,18175.742475,0.21666666666666667,-0.1,-0.021666666666666667,5.380833333333333,22878.122643979164,6354.720393979165,,0.3845890996195511,2.367566666666667,3.0132666666666665,3819.9779062500006,763.9955812500001,1808.8104716481253,12811.748680628332,14620.559152276457,3696.7528125000003,739.3505625,3978.3221517187503,4735.500625000001,300.0,-4435.500625000001
EUCH,EuroChoices,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,1,-500,1750,No direct competitors,0,1750,1750,1750,-1250,3000,3060,0.02,No,0,0.0,-3000.0,0,0.0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,3000,3050,2975.0,4100.0,2975.0,4100.0,0.1,1.1,3272.5000000000005,0.016666666666666666,0.0,0.0,1.1,4510.0,1535.0,,0.5159663865546219,0.48400000000000004,0.6160000000000001,0.0,0.0,0.0,2525.6000000000004,2525.6000000000004,0.0,0.0,0.0,1125.0,60.0,-1065.0
EUFM,European Financial Management,O-Proprietary Owned,2800.0,1867.0,2333.0,2800,1867.0,2333,0.0,0.0,SSH,2750,0.819,0.8,800,3550,No,0,3550,36,500,4050,No direct competitors,0,4050,4050,4050,1250,4100,4182,0.49357142857142855,No,0,2553.189526627219,-1546.810473372781,0,0.0,0,4200,2800,3500,1400,0.5,over 40%,Increase,Yes,4200,4200,2800,3500,100800,151200,104444.0067,106914.24165000001,2901.222408333333,2969.8400458333335,0.1,39.6,114888.40737,0.5,-0.2,-0.1,35.64,105845.0992335,1401.0925335000065,,0.01341477196986935,15.6816,19.9584,76889.9766,2135.832683333333,33493.273806959995,59273.255570760004,92766.52937772,75759.24165000001,2104.423379166667,75001.64923350001,2470.2349500000128,2016.0,-454.23495000001276
EULJ,European Law Journal,O-Proprietary Owned,3100.0,2050.0,2600.0,3100,2050.0,2600,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,14,0,2250,No direct competitors,0,2250,2250,2250,-850,3100,3162,0.02,No,0,8976.374444444446,5876.3744444444455,Subscription revenue considerably higher than APC - please review,0.0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,43400,44100,29692.3,31110.0,2120.8785714285714,2222.1428571428573,0.1,15.400000000000002,32661.530000000002,0.016129032258064516,0.0,0.0,15.400000000000002,34221.00000000001,4528.700000000008,,0.15252102396917747,6.776000000000001,8.624000000000002,2600.0,185.71428571428572,1258.4,19163.760000000006,20422.160000000007,2550.0,182.14285714285714,2805.0000000000005,1417.7000000000007,868.0,-549.7000000000007
EV,New Directions for Evaluation,J-Joint Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,SSH,2750,0.125,0.1,-300,2450,No,0,2450,3,-500,1950,No direct competitors,0,1950,1950,1950,-1050,3000,3060,0.02,No,0,1797.202350993902,-1202.797649006098,0,17.707560798780484,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,9000,9150,6997.5,8190.0,2332.5,2730.0,0.1,3.3000000000000003,7697.250000000001,0.016666666666666666,0.0,0.0,3.3000000000000003,9009.0,2011.5,,0.28745980707395496,1.4520000000000002,1.848,5120.0,1706.6666666666667,2478.0800000000004,5045.04,7523.120000000001,5040.0,1680.0,5544.0,1192.5,180.0,-1012.5
EVAN,Evolutionary Anthropology,O-Proprietary Owned,3800.0,2550.0,3150.0,3800,2550.0,3150,0.0,0.0,Life Sci,3250,0.5780000000000001,0.6,600,3850,No,0,3850,4,-500,3350,No direct competitors,0,3350,3350,3350,-450,3800,3876,0.02,No,0,1286.0925645765305,-2513.9074354234695,0,0.0,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,15200,15600,12348.779999999999,12909.624166666666,3087.1949999999997,3227.4060416666666,0.1,4.4,13583.658,0.02631578947368421,0.0,0.0,4.4,14200.586583333334,1851.8065833333349,,0.1499586666321155,1.9360000000000002,2.4640000000000004,7351.468333333333,1837.8670833333333,3558.1106733333336,7952.328486666668,11510.439160000002,7252.1241666666665,1813.0310416666666,7977.336583333334,560.8441666666677,304.0,-256.84416666666766
EVE,Equine Veterinary Education,N-Society Owned,3100.0,2050.0,2600.0,3100,2050.0,2600,0.0,0.0,Health Sci,3250,0.43899999999999995,0.4,300,3550,No,0,3550,4,-500,3050,No direct competitors,0,3050,3050,3050,-50,3100,3162,0.02,No,0,4289.953144865386,1189.953144865386,0,0.0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,12400,12600,8790.942500000001,9567.791541666667,2197.7356250000003,2391.947885416667,0.1,4.4,9670.036750000001,0.016129032258064516,0.0,0.0,4.4,10524.570695833336,1733.6281958333348,,0.19720618077451132,1.9360000000000002,2.4640000000000004,2594.6405833333333,648.6601458333333,1255.8060423333334,5893.759589666668,7149.565632000002,2552.791541666667,638.1978854166667,2808.070695833334,776.8490416666664,248.0,-528.8490416666664
EVJ,Equine Veterinary Journal,N-Society Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,Health Sci,3250,None,None,-500,2750,No,0,2750,4,-500,2250,No direct competitors,0,2250,2250,2250,-1050,3300,3366,0.02,No,0,0.0,-3300.0,0,0.0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,13200,13400,14994.0,17600.0,3748.5,4400.0,0.1,4.4,16493.4,0.015151515151515152,0.0,0.0,4.4,19360.0,4366.0,,0.2911831399226357,1.9360000000000002,2.4640000000000004,0.0,0.0,0.0,10841.600000000002,10841.600000000002,0.0,0.0,0.0,2606.0,264.0,-2342.0
EVO,Evolution,N-Society Owned,3000.0,2000.0,2500.0,3000,2000.0,2500,0.0,0.0,Life Sci,3250,0.763,0.8,800,4050,No,0,4050,20,0,4050,No direct competitors,0,4050,4050,4050,1050,4100,4182,0.394,No,0,7206.0991074473695,3106.0991074473695,Subscription revenue considerably higher than APC - please review,0.0,0,4200,2800,3500,1200,0.4,36-40%,Increase,Yes,4200,4200,2800,3500,60000,84000,61827.348,65514.81116666667,3091.3674,3275.7405583333334,0.1,22.0,68010.0828,0.4,-0.2,-0.08000000000000002,20.24,66300.98890066666,4473.640900666665,,0.07235699161262206,8.9056,11.334399999999999,13687.274333333335,684.3637166666667,6094.669515146667,37128.55378437333,43223.22329952,13502.311166666666,675.1155583333333,13664.338900666666,3687.4631666666683,1200.0,-2487.4631666666683
EXD,Experimental Dermatology,O-Proprietary Owned,4100.0,2733.0,3417.0,4100,2733.0,3417,0.0,0.0,Health Sci,3250,0.33399999999999996,0.3,100,3350,No,0,3350,5,-500,2850,No direct competitors,0,2850,2850,2850,-1250,4100,4182,0.02,No,0,2145.1714020448717,-1954.8285979551283,0,0.0,0,4200,2800,3500,100,0.02,1-2%,Increase,Yes,4200,4200,2800,3500,20500,21000,14886.657179500002,15146.013310635713,2977.3314359000005,3029.2026621271425,0.1,5.5,16375.322897450003,0.024390243902439025,0.0,0.0,5.5,16660.614641699285,1773.9574621992833,,0.1191642583562783,2.42,3.08,9599.33744177143,1919.8674883542858,4646.079321817371,9329.9441993516,13976.02352116897,9466.013310635715,1893.202662127143,10412.614641699287,259.3561311357116,410.0,150.64386886428838
EXSY,Expert Systems,O-Proprietary Owned,3000.0,2000.0,2500.0,3300,2200.0,2750,300.0,0.1,Physical Sci,3500,0.46499999999999997,0.5,500,4000,No,0,4000,19,0,4000,No direct competitors,0,4000,4000,4000,700,4000,4080,0.23636363636363636,No,0,221.08344699245282,-3778.916553007547,0,0.6393101358490566,0,4100,2750,3400,800,0.24,21-25%,Increase,Yes,4100,4100,2750,3400,62700,77900,60716.53,68271.81317073171,3195.6068421052632,3593.253324775353,0.1,20.900000000000002,66788.183,0.24242424242424243,-0.1,-0.024242424242424246,20.393333333333334,73278.41280325204,12561.88280325204,,0.20689395133832647,8.973066666666668,11.420266666666667,29263.171463414634,1540.166919127086,13820.020443121954,41035.91116982114,54855.931612943095,29126.813170731708,1532.9901668806162,31262.779469918703,7555.283170731709,1254.0,-6301.283170731709
FAAM,Financial Accountability & Management,O-Proprietary Owned,2500.0,1667.0,2083.0,2500,1667.0,2083,0.0,0.0,SSH,2750,None,None,-500,2250,No,0,2250,111,500,2750,No direct competitors,0,2750,2750,2750,250,2800,2856,0.1424,No,0,0.0,-2800.0,0,0.0,0,2850,1900,2350,350,0.14,11-15%,Increase,Yes,2850,2850,1900,2350,277500,316350,386707.6318,408193.17764435563,3483.8525387387385,3677.4160148140145,0.1,122.10000000000001,425378.39498,0.14,0.0,0.0,122.10000000000001,449012.4954087912,62304.8636087912,,0.16111619860922333,53.724000000000004,68.376,25276.872412987013,227.7195712881713,12234.006247885716,251446.99742892306,263681.0036768088,24964.812259740258,224.90821855621854,27461.293485714286,21485.545844355656,5550.0,-15935.545844355656
