Journal Code,Journal,Ownership Structure,Current Price (USD),Current Price (GBP),Current Price (EUR),Current Price (USD).1,Current Price (GBP).1,Current Price (EUR).1,APC Change 2021 - 2020 (US $),APC Change 2021 - 2020 (%),Subject / Business Unit,Base Price,Impact Factor Percentile,Impact Factor Percentile (Round),Price Adjustment,Price Check,Is this journal considered to be 'slow' in publication?,Price Adjustment 2,Price Check 2,No. of Open Access Articles,Price Adjustment 3,Price Check 3,Competitor Analysis,Score,Price Adjustment 4,Final Adjustment 5,Maximum/Minimum Price Rule,Price Change,Price Decrease Rule,Price change limit,Limited % Price change,Is this journal considered to be 'Prestigious'?,Price Adjustment Prestigious ,Subscription Revenue per article,Subscription Revenue difference,Price Adjustment Subscription,Corporate Revenue,Price Adjustment Corporate,Final Price (USD),Final Price (GBP),Final Price (EUR),Price Change Final,Percentage Change,% category,Increase/Decrease?,Will price change be implemented?,Inflation Adjusted price,Round Inflation Adjusted Price,Round Inflation Adjusted Price (GBP),Round Inflation Adjusted Price (EUR),Current Gross Revenue,New Gross Revenue,Current Revenue,New Revenue,Current Revenue per article (Discounted),New Revenue per article (discounted),Subject Article Growth,Natural Market Volume Growth,Market Growth Revenue,% Price Change,Price Elasticity,Volume Change,New Volume,New Discounted Revenue ,Revenue Change,u,% Revenue Change,Credit Card Discount Volume Uptake,Remaining Volume,Credit Card Discount Revenue,Revenue per article,Credit Card Revenue,Remaining Revenue,Total Surcharge Revenue,China Revenue,Revenue per article.1,China New Revenue,Revenue change,Min 2%,Difference
EPH,Experimental Physiology,N-Society Owned,3550,1950,2750,3600,2000,2800,50,0.014084507,Life Sci,3250,0.96,1,1000,4250,No,0,4250,13,0,4250,No direct competitors,0,4250,4250,4250,650,4300,4386,0.218333333,No,0,3016.978591,-1283.021409,0,3.340718306,0,4400,2450,3400,800,0.22,16-20%,Increase,Yes,4400,4400,2450,3400,46800,57200,28541.34125,31809.0511,2195.487788,2446.850085,0.1,14.3,31395.47538,0.222222222,-0.1,-0.022222222,13.98222222,34212.40163,5671.060382,,0.198696352,6.152177778,7.830044444,5670.510958,436.1931506,2683.537808,19158.94491,21842.48272,5579.051104,429.1577772,6000.57941,3267.709854,936,-2331.709854
EPI,Epilepsia,N-Society Owned,3600,2400,3000,3950,2650,3300,350,0.097222222,Health Sci,3250,0.95,1,1000,4250,No,0,4250,18,0,4250,No direct competitors,0,4250,4250,4250,300,4300,4386,0.110379747,No,0,19522.43394,15222.43394,Subscription revenue considerably higher than APC - please review,0,0,4400,2950,3650,450,0.11,16-20%,Increase,Yes,4400,4400,2950,3650,71100,79200,60407.75175,69613.76223,3355.986208,3867.431235,0.1,19.8,66448.52693,0.113924051,0,0,19.8,76575.13846,16167.38671,,0.267637617,8.712,11.088,24242.47139,1346.803966,11733.35615,42882.07753,54615.43369,23970.08407,1331.671337,26367.09248,9206.010482,1422,-7784.010482
EPP,EPPO Bulletin,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.475,0.5,500,3750,No,0,3750,5,-500,3250,No direct competitors,0,3250,3250,3250,250,3300,3366,0.122,No,0,12533.12016,9233.120164,Subscription revenue considerably higher than APC - please review,0,0,3350,2250,2800,350,0.12,11-15%,Increase,Yes,3350,3350,2250,2800,15000,16750,15262.5,15912.5,3052.5,3182.5,0.1,5.5,16788.75,0.116666667,0,0,5.5,17503.75,2241.25,,0.146846847,2.42,3.08,3400,680,1645.6,9802.1,11447.7,3350,670,3685,650,300,-350
EQE,Earthquake Engineering & Structural Dynamics,O-Proprietary Owned,3900,2600,3250,3900,2600,3250,0,0,Physical Sci,3500,None,None,-500,3000,No,0,3000,5,-500,2500,No direct competitors,0,2500,2500,2500,-1400,3900,3978,0.02,No,0,0,-3900,0,0,0,4000,2700,3350,100,0.03,3-5%,Increase,Yes,4000,4000,2700,3350,19500,20000,15360.6475,16638.22875,3072.1295,3327.64575,0.1,5.5,16896.71225,0.025641026,0,0,5.5,18302.05163,2941.404125,,0.191489592,2.42,3.08,3012.57,602.514,1458.08388,10249.14891,11707.23279,2970.72875,594.14575,3267.801625,1277.58125,390,-887.58125
ER,International Journal of Energy Research,O-Proprietary Owned,4000,2650,3350,4400,2900,3700,400,0.1,Physical Sci,3500,None,None,-500,3000,No,0,3000,5,-500,2500,No direct competitors,0,2500,2500,2500,-1900,4400,4488,0.02,No,0,3105.14413,-1294.85587,0,0,0,4500,2950,3750,100,0.02,1-2%,Increase,Yes,4500,4500,2950,3750,22000,22500,9837.95179,15063.65364,1967.590358,3012.730728,0.1,5.5,10821.74697,0.022727273,0,0,5.5,16570.01901,6732.067216,,0.684295609,2.42,3.08,3575.817778,715.1635555,1730.695804,9279.210643,11009.90645,3526.153642,705.2307284,3878.769006,5225.701852,440,-4785.701852
ERE,Ecological Research,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,0,2500,2500,No direct competitors,0,2500,2500,2500,-500,3000,3060,0.02,No,0,2139.198824,-860.8011765,0,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,0,0,0,0,0,0,0.1,0,0,0.016666667,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EREV,The Ecumenical Review,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.274,0.3,100,2850,No,0,2850,2,-500,2350,No direct competitors,0,2350,2350,2350,-150,2500,2550,0.02,No,0,1699.697053,-800.3029471,0,0,0,2550,1700,2150,50,0.02,1-2%,Increase,Yes,2550,2550,1700,2150,5000,5100,4978.77,5900,2489.385,2950,0.1,2.2,5476.647,0.02,0,0,2.2,6490,1511.23,,0.303534809,0.968,1.232,3000,1500,1452,3634.4,5086.4,2950,1475,3245,921.23,100,-821.23
ERV,European Eating Disorders Review,J-Joint Owned,3700,2467,3083,3700,2467,3083,0,0,Health Sci,3250,None,None,-500,2750,No,0,2750,3,-500,2250,No direct competitors,0,2250,2250,2250,-1450,3700,3774,0.02,No,0,0,-3700,0,0,0,3750,2500,3100,50,0.01,1-2%,Increase,Yes,3750,3750,2500,3100,11100,11250,8741.899,8541.604418,2913.966333,2847.201473,0.1,3.3,9616.0889,0.013513514,0,0,3.3,9395.76486,653.86586,,0.074796776,1.452,1.848,8691.457127,2897.152376,4206.66525,5261.628322,9468.293571,8541.604418,2847.201473,9395.76486,-200.2945818,222,422.2945818
ESP,Earth Surface Processes and Landforms,O-Proprietary Owned,4200,2800,3500,4200,2800,3500,0,0,Life Sci,3250,0.398,0.4,300,3550,No,0,3550,4,-500,3050,No direct competitors,0,3050,3050,3050,-1150,4200,4284,0.02,No,0,4222.646597,22.64659713,0,0,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,16800,17200,13190.674,13490,3297.6685,3372.5,0.1,4.4,14509.7414,0.023809524,0,0,4.4,14839,1648.326,,0.124961469,1.936,2.464,0,0,0,8309.84,8309.84,0,0,0,299.326,336,36.674
EST2,Energy Storage,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,Physical Sci,3500,0.716,0.7,700,4200,No,0,4200,3,-500,3700,No direct competitors,0,3700,3700,3700,700,3700,3774,0.258,No,0,3945.964416,245.9644159,0,0,0,3750,2500,3150,750,0.25,21-25%,Increase,Yes,3750,3750,2500,3150,9000,11250,7987.14,8440.619394,2662.38,2813.539798,0.1,3.3,8785.854,0.25,-0.1,-0.025,3.2175,9052.5643,1065.4243,,0.133392466,1.4157,1.8018,2848.41697,949.4723232,1344.167968,5069.436008,6413.603976,2806.528485,935.5094949,3010.0018,453.4793939,180,-273.4793939
ETC,Environmental Toxicology and Chemistry,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.598,0.6,600,3850,No,0,3850,41,500,4350,No direct competitors,0,4350,4350,4350,1350,4400,4488,0.496,No,0,1672.415398,-2727.584602,0,0,0,4500,3000,3750,1500,0.5,over 40%,Increase,Yes,4500,4500,3000,3750,123000,184500,161406.3637,169373.9461,3936.740578,4131.071855,0.1,45.1,177547.0001,0.5,-0.3,-0.15,38.335,158364.6396,-3041.724129,,-0.018845131,16.8674,21.4676,11543.65,281.552439,4749.057609,88684.19816,93433.25577,11413.94606,278.3889284,10672.03957,7967.582365,2460,-5507.582365
ETEP,International Transactions on Electrical Energy Systems,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,Physical Sci,3500,0.334,0.3,100,3600,No,0,3600,16,0,3600,No direct competitors,0,3600,3600,3600,600,3600,3672,0.224,No,0,2112.629546,-1487.370454,0,11.69784811,0,3650,2450,3050,650,0.22,16-20%,Increase,Yes,3650,3650,2450,3050,48000,58400,51466.21716,55642.06769,3216.638573,3477.629231,0.1,17.6,56612.83888,0.216666667,-0.1,-0.021666667,17.21866667,59880.13851,8413.921349,,0.163484356,7.576213333,9.642453333,49929.28779,3120.580487,23642.18349,33532.87757,57175.06106,50254.56769,3140.910481,54082.29059,4175.850527,960,-3215.850527
ETH,Ethology,O-Proprietary Owned,3600,2400,3000,3600,2400,3000,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,10,0,2750,No direct competitors,0,2750,2750,2750,-850,3600,3672,0.02,No,0,0,-3600,0,0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,36000,36500,33997.60045,34930.58046,3399.760045,3493.058046,0.1,11,37397.3605,0.013888889,0,0,11,38423.6385,4426.038052,,0.130186778,4.84,6.16,3022.560463,302.2560463,1462.919264,21517.23756,22980.15683,2980.580456,298.0580456,3278.638502,932.9800064,720,-212.9800064
ETHO,Ethos,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,None,None,-500,2250,No,0,2250,20,0,2250,No direct competitors,0,2250,2250,2250,-750,3000,3060,0.02,No,0,0,-3000,0,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,60000,61000,74970,78000,3748.5,3900,0.1,22,82467,0.016666667,0,0,22,85800,10830,,0.144457783,9.68,12.32,0,0,0,48048,48048,0,0,0,3030,1200,-1830
ETT,Transactions on Emerging Telecommunications Technologies,O-Proprietary Owned,3000,2000,2500,3000,2000,2500,0,0,Physical Sci,3500,0.571,0.6,600,4100,No,0,4100,5,-500,3600,No direct competitors,0,3600,3600,3600,600,3600,3672,0.224,No,0,5626.709287,2026.709287,Subscription revenue considerably higher than APC - please review,0,0,3650,2450,3050,650,0.22,21-25%,Increase,Yes,3650,3650,2450,3050,15000,18250,16523.40225,21258.90288,3304.68045,4251.780575,0.1,5.5,18175.74248,0.216666667,-0.1,-0.021666667,5.380833333,22878.12264,6354.720394,,0.3845891,2.367566667,3.013266667,3819.977906,763.9955813,1808.810472,12811.74868,14620.55915,3696.752813,739.3505625,3978.322152,4735.500625,300,-4435.500625
EUCH,EuroChoices,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,None,None,-500,2250,No,0,2250,1,-500,1750,No direct competitors,0,1750,1750,1750,-1250,3000,3060,0.02,No,0,0,-3000,0,0,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,3000,3050,2975,4100,2975,4100,0.1,1.1,3272.5,0.016666667,0,0,1.1,4510,1535,,0.515966387,0.484,0.616,0,0,0,2525.6,2525.6,0,0,0,1125,60,-1065
EUFM,European Financial Management,O-Proprietary Owned,2800,1867,2333,2800,1867,2333,0,0,SSH,2750,0.819,0.8,800,3550,No,0,3550,36,500,4050,No direct competitors,0,4050,4050,4050,1250,4100,4182,0.493571429,No,0,2553.189527,-1546.810473,0,0,0,4200,2800,3500,1400,0.5,over 40%,Increase,Yes,4200,4200,2800,3500,100800,151200,104444.0067,106914.2417,2901.222408,2969.840046,0.1,39.6,114888.4074,0.5,-0.2,-0.1,35.64,105845.0992,1401.092534,,0.013414772,15.6816,19.9584,76889.9766,2135.832683,33493.27381,59273.25557,92766.52938,75759.24165,2104.423379,75001.64923,2470.23495,2016,-454.23495
EULJ,European Law Journal,O-Proprietary Owned,3100,2050,2600,3100,2050,2600,0,0,SSH,2750,None,None,-500,2250,No,0,2250,14,0,2250,No direct competitors,0,2250,2250,2250,-850,3100,3162,0.02,No,0,8976.374444,5876.374444,Subscription revenue considerably higher than APC - please review,0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,43400,44100,29692.3,31110,2120.878571,2222.142857,0.1,15.4,32661.53,0.016129032,0,0,15.4,34221,4528.7,,0.152521024,6.776,8.624,2600,185.7142857,1258.4,19163.76,20422.16,2550,182.1428571,2805,1417.7,868,-549.7
EV,New Directions for Evaluation,J-Joint Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.125,0.1,-300,2450,No,0,2450,3,-500,1950,No direct competitors,0,1950,1950,1950,-1050,3000,3060,0.02,No,0,1797.202351,-1202.797649,0,17.7075608,0,3050,2050,2550,50,0.02,1-2%,Increase,Yes,3050,3050,2050,2550,9000,9150,6997.5,8190,2332.5,2730,0.1,3.3,7697.25,0.016666667,0,0,3.3,9009,2011.5,,0.287459807,1.452,1.848,5120,1706.666667,2478.08,5045.04,7523.12,5040,1680,5544,1192.5,180,-1012.5
EVAN,Evolutionary Anthropology,O-Proprietary Owned,3800,2550,3150,3800,2550,3150,0,0,Life Sci,3250,0.578,0.6,600,3850,No,0,3850,4,-500,3350,No direct competitors,0,3350,3350,3350,-450,3800,3876,0.02,No,0,1286.092565,-2513.907435,0,0,0,3900,2650,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2650,3250,15200,15600,12348.78,12909.62417,3087.195,3227.406042,0.1,4.4,13583.658,0.026315789,0,0,4.4,14200.58658,1851.806583,,0.149958667,1.936,2.464,7351.468333,1837.867083,3558.110673,7952.328487,11510.43916,7252.124167,1813.031042,7977.336583,560.8441667,304,-256.8441667
EVE,Equine Veterinary Education,N-Society Owned,3100,2050,2600,3100,2050,2600,0,0,Health Sci,3250,0.439,0.4,300,3550,No,0,3550,4,-500,3050,No direct competitors,0,3050,3050,3050,-50,3100,3162,0.02,No,0,4289.953145,1189.953145,0,0,0,3150,2100,2650,50,0.02,1-2%,Increase,Yes,3150,3150,2100,2650,12400,12600,8790.9425,9567.791542,2197.735625,2391.947885,0.1,4.4,9670.03675,0.016129032,0,0,4.4,10524.5707,1733.628196,,0.197206181,1.936,2.464,2594.640583,648.6601458,1255.806042,5893.75959,7149.565632,2552.791542,638.1978854,2808.070696,776.8490417,248,-528.8490417
EVJ,Equine Veterinary Journal,N-Society Owned,3000,2000,2500,3300,2200,2750,300,0.1,Health Sci,3250,None,None,-500,2750,No,0,2750,4,-500,2250,No direct competitors,0,2250,2250,2250,-1050,3300,3366,0.02,No,0,0,-3300,0,0,0,3350,2250,2800,50,0.02,1-2%,Increase,Yes,3350,3350,2250,2800,13200,13400,14994,17600,3748.5,4400,0.1,4.4,16493.4,0.015151515,0,0,4.4,19360,4366,,0.29118314,1.936,2.464,0,0,0,10841.6,10841.6,0,0,0,2606,264,-2342
EVO,Evolution,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.763,0.8,800,4050,No,0,4050,20,0,4050,No direct competitors,0,4050,4050,4050,1050,4100,4182,0.394,No,0,7206.099107,3106.099107,Subscription revenue considerably higher than APC - please review,0,0,4200,2800,3500,1200,0.4,36-40%,Increase,Yes,4200,4200,2800,3500,60000,84000,61827.348,65514.81117,3091.3674,3275.740558,0.1,22,68010.0828,0.4,-0.2,-0.08,20.24,66300.9889,4473.640901,,0.072356992,8.9056,11.3344,13687.27433,684.3637167,6094.669515,37128.55378,43223.2233,13502.31117,675.1155583,13664.3389,3687.463167,1200,-2487.463167
EXD,Experimental Dermatology,O-Proprietary Owned,4100,2733,3417,4100,2733,3417,0,0,Health Sci,3250,0.334,0.3,100,3350,No,0,3350,5,-500,2850,No direct competitors,0,2850,2850,2850,-1250,4100,4182,0.02,No,0,2145.171402,-1954.828598,0,0,0,4200,2800,3500,100,0.02,1-2%,Increase,Yes,4200,4200,2800,3500,20500,21000,14886.65718,15146.01331,2977.331436,3029.202662,0.1,5.5,16375.3229,0.024390244,0,0,5.5,16660.61464,1773.957462,,0.119164258,2.42,3.08,9599.337442,1919.867488,4646.079322,9329.944199,13976.02352,9466.013311,1893.202662,10412.61464,259.3561311,410,150.6438689
EXSY,Expert Systems,O-Proprietary Owned,3000,2000,2500,3300,2200,2750,300,0.1,Physical Sci,3500,0.465,0.5,500,4000,No,0,4000,19,0,4000,No direct competitors,0,4000,4000,4000,700,4000,4080,0.236363636,No,0,221.083447,-3778.916553,0,0.639310136,0,4100,2750,3400,800,0.24,21-25%,Increase,Yes,4100,4100,2750,3400,62700,77900,60716.53,68271.81317,3195.606842,3593.253325,0.1,20.9,66788.183,0.242424242,-0.1,-0.024242424,20.39333333,73278.4128,12561.8828,,0.206893951,8.973066667,11.42026667,29263.17146,1540.166919,13820.02044,41035.91117,54855.93161,29126.81317,1532.990167,31262.77947,7555.283171,1254,-6301.283171
FAAM,Financial Accountability & Management,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,SSH,2750,None,None,-500,2250,No,0,2250,111,500,2750,No direct competitors,0,2750,2750,2750,250,2800,2856,0.1424,No,0,0,-2800,0,0,0,2850,1900,2350,350,0.14,11-15%,Increase,Yes,2850,2850,1900,2350,277500,316350,386707.6318,408193.1776,3483.852539,3677.416015,0.1,122.1,425378.395,0.14,0,0,122.1,449012.4954,62304.86361,,0.161116199,53.724,68.376,25276.87241,227.7195713,12234.00625,251446.9974,263681.0037,24964.81226,224.9082186,27461.29349,21485.54584,5550,-15935.54584
FAF,Fish and Fisheries,O-Proprietary Owned,4300,2850,3600,4300,2850,3600,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,14,0,2750,No direct competitors,0,2750,2750,2750,-1550,4300,4386,0.02,No,0,0,-4300,0,0,0,4400,2900,3650,100,0.02,1-2%,Increase,Yes,4400,4400,2900,3650,60200,61600,37901.27706,43541.48827,2707.234076,3110.106305,0.1,15.4,41691.40477,0.023255814,0,0,15.4,47895.63709,9994.36003,,0.263694546,6.776,8.624,9744.765191,696.0546565,4716.466353,26821.55677,31538.02312,9613.079175,686.6485125,10574.38709,5640.211204,1204,-4436.211204
FAM,Fire and Materials,O-Proprietary Owned,2900,1950,2400,3200,2150,2650,300,0.103448276,Physical Sci,3500,0.688,0.7,700,4200,No,0,4200,13,0,4200,No direct competitors,0,4200,4200,4200,1000,4200,4284,0.33875,No,0,8323.130433,4123.130433,Subscription revenue considerably higher than APC - please review,0,0,4300,2900,3550,1100,0.34,31-35%,Increase,Yes,4300,4300,2900,3550,41600,55900,35600,37362.5,2738.461538,2874.038462,0.1,14.3,39160,0.34375,-0.2,-0.06875,13.316875,38273.21094,2673.210938,,0.075090195,5.859425,7.45745,0,0,0,21432.99813,21432.99813,0,0,0,1762.5,832,-930.5
FAMP,Family Process,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.36,0.4,300,3050,No,0,3050,42,500,3550,No direct competitors,0,3550,3550,3550,1050,3600,3672,0.4688,No,0,3185.490504,-414.509496,0,855.6660805,0,3650,2400,3050,1150,0.46,over 40%,Increase,Yes,3650,3650,2400,3050,105000,153300,132580.4946,147559.5989,3156.678443,3513.323782,0.1,46.2,145838.5441,0.46,-0.2,-0.092,41.9496,147382.5273,14802.03271,,0.111645629,18.457824,23.491776,79227.06017,1886.358575,34818.07459,82534.21531,117352.2899,78184.59885,1861.538068,78090.77733,14979.10423,2100,-12879.10423
FARE,Family Relations,N-Society Owned,2500,1650,2100,2750,1800,2300,250,0.1,SSH,2750,0.958,1,1000,3750,No,0,3750,61,500,4250,No direct competitors,0,4250,4250,4250,1500,4300,4386,0.594909091,No,0,2968.990333,-1331.009667,0,0,0,4400,2900,3700,1650,0.6,over 40%,Increase,Yes,4400,4400,2900,3700,167750,268400,228949.3358,244010.6653,3753.2678,4000.174841,0.1,67.1,251844.2694,0.6,-0.3,-0.18,55.022,220097.6201,-8851.715722,,-0.038662334,24.20968,30.81232,102614.5827,1682.206274,40725.67558,123254.6672,163980.3428,95209.40662,1560.809945,85878.88477,15061.32948,3355,-11706.32948
FCP,Fundamental & Clinical Pharmacology,N-Society Owned,2500,1667,2083,2680,1800,2250,180,0.072,Health Sci,3250,0.272,0.3,100,3350,No,0,3350,16,0,3350,No direct competitors,0,3350,3350,3350,670,3400,3468,0.294029851,No,0,1954.972835,-1445.027165,0,0,0,3450,2300,2900,770,0.29,26-30%,Increase,Yes,3450,3450,2300,2900,42880,55200,29302,46150,1831.375,2884.375,0.1,17.6,32232.2,0.287313433,-0.1,-0.028731343,17.09432836,49306.45336,20004.45336,,0.682699248,7.521504478,9.572823881,3600,225,1692.338507,27611.61388,29303.95239,3550,221.875,3792.804104,16848,857.6,-15990.4
FCRE,Family Court Review,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.301,0.3,100,2850,No,0,2850,10,0,2850,No direct competitors,0,2850,2850,2850,350,2900,2958,0.1832,No,0,8767.732912,5867.732912,Subscription revenue considerably higher than APC - please review,0,0,2950,1950,2500,450,0.18,16-20%,Increase,Yes,2950,2950,1950,2500,25000,29500,23419.459,31987.01867,2341.9459,3198.701867,0.1,11,25761.4049,0.18,0,0,11,35185.72054,11766.26154,,0.502413892,4.84,6.16,10400.59865,1040.059865,5033.889748,19704.0035,24737.89325,10752.01867,1075.201867,11827.22054,8567.559673,500,-8067.559673
FCSR,Family & Consumer Sciences Research Journal,N-Society Owned,2500,1650,2100,2500,1650,2100,0,0,SSH,2750,0.535,0.5,500,3250,No,0,3250,18,0,3250,No direct competitors,0,3250,3250,3250,750,3300,3366,0.3464,No,0,1028.569101,-2271.430899,0,0.61023644,0,3350,2200,2800,850,0.34,31-35%,Increase,Yes,3350,3350,2200,2800,45000,60300,46969.17637,71346.78529,2609.398687,3963.710294,0.1,19.8,51666.09401,0.34,-0.1,-0.034,19.1268,75813.09405,28843.91768,,0.614103118,8.415792,10.711008,13205.79365,733.6552025,6174.289584,42455.33267,48629.62225,12510.75188,695.0417708,13293.92494,24377.60892,900,-23477.60892
FEA2,Feminist Anthropology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,SSH,2750,0.423,0.4,300,3050,No,0,3050,120,500,3550,No direct competitors,0,3550,3550,3550,550,3600,3672,0.224,No,0,8702.886503,5102.886503,Subscription revenue considerably higher than APC - please review,63.97007746,0,3650,2450,3050,650,0.22,21-25%,Increase,Yes,3650,3650,2450,3050,360000,438000,319482.925,441163.9,2662.357708,3676.365833,0.1,132,351431.2175,0.216666667,-0.1,-0.021666667,129.14,474765.8837,155282.9587,,0.486044626,56.8216,72.3184,105060.9488,875.5079063,49747.76005,265868.8949,315616.6549,104263.9,868.8658333,112205.3337,121680.975,7200,-114480.975
2-Feb,FEBS Letters,N-Society Owned,3000,1875,2407,3300,2050,2650,300,0.1,Life Sci,3250,None,None,-500,2750,No,0,2750,128,500,3250,No direct competitors,0,3250,3250,3250,-50,3300,3366,0.02,No,0,0,-3300,0,0,0,3350,2100,2700,50,0.02,1-2%,Increase,Yes,3350,3350,2100,2700,422400,428800,436581.8193,453421.0572,3410.795463,3542.352009,0.1,140.8,480240.0012,0.015151515,0,0,140.8,498763.1629,62181.34358,,0.142427698,61.952,78.848,10233.16305,79.94658634,4952.850917,279307.3712,284260.2221,10098.51617,78.89465758,11108.36779,16839.23787,8448,-8391.237866
FEBS,The FEBS Journal,N-Society Owned,3800,2534,3167,4200,2800,3500,400,0.105263158,Life Sci,3250,0.907,0.9,900,4150,No,0,4150,16,0,4150,No direct competitors,0,4150,4150,4150,-50,4200,4284,0.02,No,0,19149.96964,14949.96964,Subscription revenue considerably higher than APC - please review,2.99551096,0,4300,2850,3550,100,0.02,1-2%,Increase,Yes,4300,4300,2850,3550,67200,68800,47129.12213,61002.90362,2945.570133,3812.681476,0.1,17.6,51842.03434,0.023809524,0,0,17.6,67103.19398,19974.07185,,0.423815912,7.744,9.856,32851.46657,2053.21666,15900.10982,37577.78863,53477.89845,32482.34896,2030.14681,35730.58386,13873.78149,1344,-12529.78149
FEC,Functional Ecology,N-Society Owned,3000,2000,2500,3000,2000,2500,0,0,Life Sci,3250,0.425,0.4,300,3550,No,0,3550,1,-500,3050,No direct competitors,0,3050,3050,3050,50,3100,3162,0.054,No,0,1056.484666,-2043.515334,0,0,0,3150,2100,2650,150,0.05,3-5%,Increase,Yes,3150,3150,2100,2650,3000,3150,2500,2850,2500,2850,0.1,1.1,2750,0.05,0,0,1.1,3135,635,,0.254,0.484,0.616,2900,2900,1403.6,1755.6,3159.2,2850,2850,3135,350,60,-290
FEDR,Feddes Repertorium,O-Proprietary Owned,2500,1667,2083,2500,1667,2083,0,0,Life Sci,3250,None,None,-500,2750,No,0,2750,8,0,2750,No direct competitors,0,2750,2750,2750,250,2800,2856,0.1424,No,0,0,-2800,0,0,0,2850,1900,2350,350,0.14,11-15%,Increase,Yes,2850,2850,1900,2350,20000,22800,29498.50418,34454.32062,3687.313022,4306.790078,0.1,8.8,32448.35459,0.14,0,0,8.8,37899.75269,8401.248511,,0.284802526,3.872,4.928,12595.84699,1574.480874,6096.389945,21223.8615,27320.25145,12454.32062,1556.790078,13699.75269,4955.816449,400,-4555.816449
FEE,Frontiers in Ecology and the Environment,N-Society Owned,2900,2169,2454,2900,2169,2454,0,0,Life Sci,3250,0.297,0.3,100,3350,No,0,3350,0,2500,2500,No direct competitors,0,2500,2500,2500,-400,2900,2958,0.02,No,0,494.1658333,-2405.834167,0,19.27777778,0,2950,2200,2500,50,0.02,16-20%,Increase,Yes,2950,2950,2200,2500,0,0,0,0,0,0,0.1,0,0,0.017241379,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FFE,Fatigue & Fracture of Engineering Materials & Structures,O-Proprietary Owned,3800,2533,3167,3800,2533,3167,0,0,Physical Sci,3500,None,None,-500,3000,No,0,3000,86,500,3500,No direct competitors,0,3500,3500,3500,-300,3800,3876,0.02,No,0,0,-3800,0,0,0,3900,2600,3250,100,0.03,3-5%,Increase,Yes,3900,3900,2600,3250,326800,335400,303109.7577,312480.5545,3524.532066,3633.494819,0.1,94.6,333420.7334,0.026315789,0,0,94.6,343728.6099,40618.85224,,0.134007076,41.624,52.976,102049.5159,1186.622278,49391.96572,192488.0216,241879.9873,101744.1908,1183.071986,111918.6099,9370.796793,6536,-2834.796793
FFJ,Flavour and Fragrance Journal,O-Proprietary Owned,3600,2400,3000,3600,2400,3000,0,0,Physical Sci,3500,None,None,-500,3000,No,0,3000,155,500,3500,No direct competitors,0,3500,3500,3500,-100,3600,3672,0.02,No,0,0,-3600,0,0,0,3650,2400,3050,50,0.01,1-2%,Increase,Yes,3650,3650,2450,3050,558000,565750,799748.2241,777886.9066,5159.665962,5018.625204,0.1,170.5,879723.0466,0.013888889,0,0,170.5,855675.5973,55927.3731,,0.069931225,75.02,95.48,439080.4623,2832.777176,212514.9438,479178.3345,691693.2782,369320.015,2382.709774,406252.0165,-21861.31755,11160,33021.31755
